order_id,customer_id,product_id,quantity,unit_price,order_date,status,total_value,name,state,category,gross_margin,order_year,order_month,gross_profit
BC4E5707-166,BCC622C4,PROD-0084,3,79.51,2025-05-13 02:47:51,pending,238.53,Dr. Thiago Macedo,SP,Casa & Jardim,0.5977,2025,5,142.57
6CF1AEA0-4D3,B41AAB85,PROD-0025,2,210.69,2025-08-07 21:15:07,completed,421.38,Vicente Novais,RS,Esportes,0.4903,2025,8,206.6
AF81024D-F26,96D994F6,PROD-0015,4,731.27,2025-05-23 05:33:43,completed,2925.08,Bella Macedo,BA,Livros,0.5063,2025,5,1480.97
0E9F6999-664,3EC6830C,PROD-0090,3,493.21,2025-06-18 20:40:27,completed,1479.63,Caleb Melo,GO,Eletrônicos,0.3581,2025,6,529.86
2D4AE470-B49,759FD096,PROD-0020,1,73.64,2026-01-10 15:01:06,completed,73.64,Ian Carvalho,BA,Casa & Jardim,0.4113,2026,1,30.29
C22546A7-9E8,6F466889,PROD-0014,4,701.87,2025-08-15 09:01:35,cancelled,2807.48,Esther Novaes,GO,Esportes,0.5729,2025,8,1608.41
7FF56DF6-0AC,BE5B5B83,PROD-0002,1,272.0,2025-06-28 20:20:48,pending,272.0,Maria Júlia Peixoto,GO,Livros,0.4652,2025,6,126.53
F100116E-59D,223594A7,PROD-0028,4,1217.31,2025-06-05 10:34:42,completed,4869.24,Bryan Ferreira,PR,Casa & Jardim,0.6125,2025,6,2982.41
D3A2E24C-8E9,8C89A6F2,PROD-0060,3,648.76,2025-12-19 01:09:05,completed,1946.28,Maria Flor Casa Grande,PE,Livros,0.66,2025,12,1284.54
FB57CDF5-E62,273A18D0,PROD-0097,3,1397.96,2025-10-24 15:05:43,pending,4193.88,Lucas Aragão,MG,Eletrônicos,0.6565,2025,10,2753.28
B94A5030-C6E,CF47F672,PROD-0010,2,1130.44,2025-07-17 14:45:31,completed,2260.88,Erick Rios,PR,Eletrônicos,0.6188,2025,7,1399.03
5D028016-8CD,D663C064,PROD-0049,2,1060.14,2025-10-29 04:42:33,pending,2120.28,Kaique Peixoto,SC,Roupas,0.6599,2025,10,1399.17
A1B8542E-4B1,7BC5208F,PROD-0099,1,72.1,2025-04-25 14:22:32,completed,72.1,Benjamin Guerra,BA,Roupas,0.3732,2025,4,26.91
45DF7569-36B,3B0887C2,PROD-0059,5,1202.64,2026-03-11 05:11:50,cancelled,6013.2,Alícia Montenegro,RJ,Esportes,0.6004,2026,3,3610.33
F42C31B6-ED7,62D59AC6,PROD-0027,3,810.51,2026-01-17 13:24:54,completed,2431.53,Ravi Lucca Fogaça,RJ,Esportes,0.5263,2026,1,1279.71
11A5A6F8-E1D,7DAB2886,PROD-0021,5,246.07,2025-06-05 16:13:25,shipped,1230.35,Sarah Alves,PE,Livros,0.3041,2025,6,374.15
4E1035A5-5BB,70BA4A73,PROD-0016,3,1282.35,2025-12-30 10:18:36,completed,3847.05,Arthur Gabriel Almeida,PE,Esportes,0.646,2025,12,2485.19
69EEEC9A-842,A9486168,PROD-0047,2,612.37,2025-06-30 11:22:24,completed,1224.74,Leonardo Da Paz,RJ,Casa & Jardim,0.6159,2025,6,754.32
C0F75FA5-0D0,226E032A,PROD-0031,1,503.43,2026-01-03 09:05:21,completed,503.43,Dom Lopes,RJ,Casa & Jardim,0.51,2026,1,256.75
11B7380C-310,8ED46BC1,PROD-0036,2,28.2,2025-05-19 06:56:54,completed,56.4,Sr. Murilo Câmara,RS,Esportes,0.3468,2025,5,19.56
79BD5399-340,9F6FBBA1,PROD-0006,4,772.55,2025-07-04 07:23:46,cancelled,3090.2,Liam Farias,BA,Esportes,0.5011,2025,7,1548.5
D78F7B2C-346,2B1BDFC9,PROD-0077,1,218.76,2025-12-15 11:14:48,completed,218.76,Levi Teixeira,RS,Roupas,0.4555,2025,12,99.65
92DA315C-675,00B2CD62,PROD-0021,5,246.07,2025-10-09 00:47:31,completed,1230.35,Dra. Bárbara Pires,MG,Livros,0.3041,2025,10,374.15
ADC97B22-6BB,7E589C44,PROD-0098,3,188.74,2025-06-06 09:12:09,cancelled,566.22,Mirella Costela,PR,Roupas,0.4285,2025,6,242.63
49774584-EDC,A5F74FF5,PROD-0020,1,73.64,2026-04-06 04:45:34,completed,73.64,Srta. Sophie Carvalho,SP,Casa & Jardim,0.4113,2026,4,30.29
76D78C1A-06F,7C56AB7D,PROD-0063,3,756.86,2025-04-29 07:51:21,pending,2270.58,Luiz Miguel Borges,PE,Eletrônicos,0.4364,2025,4,990.88
D2F20739-21E,B3B4906C,PROD-0094,4,750.0,2025-10-19 08:30:26,completed,3000.0,Evelyn Nogueira,BA,Esportes,0.6484,2025,10,1945.2
B0687594-F75,DD6B9997,PROD-0093,1,513.74,2025-07-16 08:20:38,pending,513.74,Rodrigo Freitas,RS,Livros,0.4061,2025,7,208.63
0626563B-E59,FA6C5C0C,PROD-0091,5,587.34,2025-08-20 02:27:16,cancelled,2936.7,Olivia Garcia,MG,Casa & Jardim,0.3079,2025,8,904.21
7A45DC01-A2A,485A97D3,PROD-0063,5,756.86,2025-10-25 18:16:01,completed,3784.3,Isabel Silveira,SC,Eletrônicos,0.4364,2025,10,1651.47
CC2360E9-4F5,4CD45ACB,PROD-0042,5,51.75,2025-07-15 00:23:26,shipped,258.75,Maitê Novais,PE,Casa & Jardim,0.4052,2025,7,104.85
304FD6B9-79C,CBD7F2E8,PROD-0021,4,246.07,2025-04-23 23:39:19,completed,984.28,Srta. Isabela Monteiro,BA,Livros,0.3041,2025,4,299.32
9066BD16-BA6,D875CC91,PROD-0034,1,1016.06,2025-10-17 06:55:11,cancelled,1016.06,Luan Da Cunha,PR,Livros,0.5471,2025,10,555.89
7BBFE2E2-568,1411608B,PROD-0065,1,452.86,2025-11-30 12:29:37,shipped,452.86,Maria Sophia Leão,GO,Casa & Jardim,0.2586,2025,11,117.11
60AEBF27-8A8,FBC4EE3E,PROD-0047,3,612.37,2025-08-10 01:28:13,cancelled,1837.11,Valentina Cardoso,SC,Casa & Jardim,0.6159,2025,8,1131.48
449210D2-F56,5154F54F,PROD-0009,4,929.08,2025-12-01 19:13:52,completed,3716.32,Dr. Eduardo Abreu,SP,Eletrônicos,0.6451,2025,12,2397.4
D6F35CAF-439,471F7448,PROD-0068,5,989.44,2025-08-19 08:20:58,completed,4947.2,Ana Liz Sousa,PR,Casa & Jardim,0.5545,2025,8,2743.22
882C9C80-771,98D432F5,PROD-0079,3,938.31,2025-07-17 15:08:37,completed,2814.93,Enzo Gabriel Macedo,BA,Casa & Jardim,0.605,2025,7,1703.03
529D71DD-93E,27D0F547,PROD-0013,1,1196.83,2026-04-05 23:04:46,completed,1196.83,Eduarda Melo,PR,Livros,0.6644,2026,4,795.17
EFC08CD1-7EF,3ABC3A2F,PROD-0023,1,711.23,2025-07-21 21:13:48,pending,711.23,Yasmin Abreu,BA,Eletrônicos,0.5013,2025,7,356.54
6E43A8EC-9F9,C04EC773,PROD-0025,4,210.69,2026-02-14 22:39:10,cancelled,842.76,João Pedro Da Mota,CE,Esportes,0.4903,2026,2,413.21
9348749A-8D9,F54C44FA,PROD-0063,5,756.86,2025-10-01 14:33:40,completed,3784.3,Sr. Antony Pires,PE,Eletrônicos,0.4364,2025,10,1651.47
D5731185-F06,463CB5B5,PROD-0007,1,798.54,2025-08-08 12:34:46,completed,798.54,Sra. Maria Fernanda Carvalho,RS,Roupas,0.6034,2025,8,481.84
3C242C14-D5A,AD93C1DE,PROD-0027,1,810.51,2026-03-17 11:22:59,pending,810.51,Caio Rios,PE,Esportes,0.5263,2026,3,426.57
CB7B305C-5EA,7C56AB7D,PROD-0082,4,243.15,2025-12-03 17:15:34,completed,972.6,Luiz Miguel Borges,PE,Casa & Jardim,0.2447,2025,12,238.0
E159F665-4DA,77E7698F,PROD-0091,3,587.34,2025-04-16 19:37:23,shipped,1762.02,Augusto Vieira,MG,Casa & Jardim,0.3079,2025,4,542.53
0C59E0AA-276,ED0EBF2A,PROD-0006,3,772.55,2026-03-24 22:35:48,completed,2317.65,Josué Guerra,BA,Esportes,0.5011,2026,3,1161.37
35E7DEC6-B8B,FDB8D7CB,PROD-0028,1,1217.31,2026-01-22 03:38:22,cancelled,1217.31,Paulo Costela,PE,Casa & Jardim,0.6125,2026,1,745.6
436F4BA3-07C,56C9CE49,PROD-0030,2,1041.88,2025-10-22 12:41:01,shipped,2083.76,Sr. Ryan Da Costa,MG,Livros,0.6462,2025,10,1346.53
ADA95284-35B,A4A0DE75,PROD-0085,2,99.54,2025-08-29 19:23:47,shipped,199.08,Apollo Câmara,SP,Esportes,0.3218,2025,8,64.06
67542FF2-9FF,E8ADEF6A,PROD-0096,1,219.0,2026-02-04 07:10:55,cancelled,219.0,Dra. Stella Da Rosa,PR,Livros,0.2869,2026,2,62.83
A49BB018-21F,393EE355,PROD-0074,4,656.29,2025-12-25 05:13:43,completed,2625.16,Calebe Brito,RS,Esportes,0.5537,2025,12,1453.55
E7CD1FAE-926,D2B44EA6,PROD-0022,4,197.53,2026-03-21 19:08:37,shipped,790.12,Melina Porto,SP,Esportes,0.5967,2026,3,471.46
8559E9FF-1AB,759FD096,PROD-0044,5,1295.34,2025-06-30 18:07:05,pending,6476.7,Ian Carvalho,BA,Roupas,0.6333,2025,6,4101.69
7C8606E9-7FB,D2B44EA6,PROD-0046,3,979.27,2025-12-17 21:25:26,completed,2937.81,Melina Porto,SP,Livros,0.6565,2025,12,1928.67
74A175B2-E8E,DDBA139B,PROD-0053,3,613.06,2026-04-06 18:30:56,shipped,1839.18,Bruna Almeida,RS,Roupas,0.3212,2026,4,590.74
6CA22F31-174,32C8FC4C,PROD-0031,4,503.43,2025-05-24 15:24:06,shipped,2013.72,Sra. Ana Laura Cirino,RS,Casa & Jardim,0.51,2025,5,1027.0
58E73B5D-952,B4FC1C9C,PROD-0096,4,219.0,2025-06-24 14:50:42,pending,876.0,Marcos Vinicius Nunes,CE,Livros,0.2869,2025,6,251.32
B2DA8FAB-D58,3CB33039,PROD-0003,3,1002.23,2026-02-24 22:22:59,completed,3006.69,Oliver Barros,SP,Roupas,0.5908,2026,2,1776.35
3E766BAC-605,32C8FC4C,PROD-0039,3,676.96,2025-11-17 07:18:27,completed,2030.88,Sra. Ana Laura Cirino,RS,Esportes,0.436,2025,11,885.46
C95F2455-D89,9F6FBBA1,PROD-0099,3,72.1,2025-04-17 01:07:13,shipped,216.3,Liam Farias,BA,Roupas,0.3732,2025,4,80.72
24820AA8-E0E,98284A4A,PROD-0066,5,907.35,2025-05-22 18:14:55,completed,4536.75,Theodoro Sá,BA,Roupas,0.5303,2025,5,2405.84
9D8F9157-7FB,C25D52DE,PROD-0013,2,1196.83,2025-06-08 00:25:21,completed,2393.66,Davi Lucas Lima,BA,Livros,0.6644,2025,6,1590.35
D90B2E2D-606,2100088B,PROD-0034,2,1016.06,2025-10-11 02:28:49,completed,2032.12,Ester Alves,RS,Livros,0.5471,2025,10,1111.77
DB04C67E-154,7611AA98,PROD-0033,5,1091.76,2026-02-13 10:43:25,pending,5458.8,Olivia Azevedo,SC,Roupas,0.6335,2026,2,3458.15
4E4B99D1-390,14B28758,PROD-0073,1,208.8,2025-07-29 21:22:35,cancelled,208.8,Mathias Fogaça,PE,Roupas,0.4507,2025,7,94.11
FCFE21A1-FC8,BE986001,PROD-0042,4,51.75,2026-01-26 09:15:10,cancelled,207.0,Nicole Martins,BA,Casa & Jardim,0.4052,2026,1,83.88
F9FC2D94-001,CB108F1B,PROD-0090,1,493.21,2025-12-07 07:33:02,shipped,493.21,Letícia Farias,PR,Eletrônicos,0.3581,2025,12,176.62
4DFD8252-5BC,615A22E9,PROD-0083,5,371.07,2026-02-15 17:15:14,pending,1855.35,Isadora Da Cunha,SC,Casa & Jardim,0.274,2026,2,508.37
BB76C19E-D62,8BCB0642,PROD-0011,3,236.83,2025-08-13 23:47:38,completed,710.49,Cecília Farias,SC,Livros,0.5215,2025,8,370.52
EEAED1EF-CB5,F9DFC502,PROD-0056,1,428.84,2025-12-31 16:19:14,completed,428.84,Rael Leão,SC,Esportes,0.5876,2025,12,251.99
0C1518B1-88D,55A91FF8,PROD-0096,1,219.0,2025-04-13 15:15:55,cancelled,219.0,Isabelly Da Cruz,PR,Livros,0.2869,2025,4,62.83
8497A55F-C7B,862368AD,PROD-0100,3,84.09,2025-05-22 21:05:56,shipped,252.27,Srta. Manuella Brito,SP,Eletrônicos,0.4986,2025,5,125.78
FCAE66D4-6FB,AFB1E34E,PROD-0006,2,772.55,2025-12-20 06:52:35,completed,1545.1,Pedro Henrique Siqueira,RJ,Esportes,0.5011,2025,12,774.25
FB8AA70E-F09,1FFA7A10,PROD-0065,1,452.86,2025-05-14 22:46:03,cancelled,452.86,Pedro Miguel Siqueira,SC,Casa & Jardim,0.2586,2025,5,117.11
C207ED97-32D,49B96E05,PROD-0094,4,750.0,2025-06-05 15:09:25,shipped,3000.0,Arthur Gabriel Siqueira,RS,Esportes,0.6484,2025,6,1945.2
7A6A1B88-349,FF0A5A5B,PROD-0074,4,656.29,2025-06-17 19:34:23,completed,2625.16,Dra. Alexia Gomes,RJ,Esportes,0.5537,2025,6,1453.55
DC982B1B-639,792E72A7,PROD-0051,1,572.59,2025-10-28 14:20:12,pending,572.59,Ana Liz Garcia,GO,Esportes,0.4935,2025,10,282.57
7EB6283E-135,27B9D4F8,PROD-0074,4,656.29,2025-11-30 18:32:09,completed,2625.16,Mariana Farias,SP,Esportes,0.5537,2025,11,1453.55
EA312423-8BF,2F3FB3E1,PROD-0011,2,236.83,2026-03-24 15:12:30,completed,473.66,Theodoro Viana,RJ,Livros,0.5215,2026,3,247.01
021A1644-440,225E3D33,PROD-0062,4,412.92,2026-02-10 13:46:01,cancelled,1651.68,Caleb Melo,SP,Livros,0.4306,2026,2,711.21
8089306F-E28,77E7698F,PROD-0074,5,656.29,2025-06-07 08:28:01,completed,3281.45,Augusto Vieira,MG,Esportes,0.5537,2025,6,1816.94
86FBA3BD-A1E,74DB0722,PROD-0032,4,47.21,2025-06-16 09:14:19,completed,188.84,Sra. Larissa Mendes,PE,Casa & Jardim,0.5897,2025,6,111.36
8721DABB-89E,CF11BDB2,PROD-0088,1,194.18,2025-08-24 23:16:19,cancelled,194.18,Matteo Fonseca,PE,Esportes,0.3306,2025,8,64.2
A0CF147E-8B9,AD2C828B,PROD-0053,2,613.06,2026-03-30 22:14:42,completed,1226.12,Nicolas Dias,SC,Roupas,0.3212,2026,3,393.83
5FDD76EB-AFD,CD097C3F,PROD-0045,3,473.4,2025-05-08 21:15:58,completed,1420.2,Ágatha Almeida,SP,Roupas,0.3398,2025,5,482.58
04983490-C17,4947D437,PROD-0045,4,473.4,2026-02-15 20:15:34,shipped,1893.6,Lucca Fogaça,MG,Roupas,0.3398,2026,2,643.45
4A3940E1-1C5,E3F01A13,PROD-0019,2,464.74,2025-08-02 18:20:01,completed,929.48,João Vitor Martins,SC,Roupas,0.434,2025,8,403.39
F7E15056-509,9A3D4433,PROD-0088,1,194.18,2025-07-04 15:27:45,completed,194.18,José Pedro Mendonça,MG,Esportes,0.3306,2025,7,64.2
7B254436-402,8A369489,PROD-0095,5,453.99,2026-02-03 20:31:33,completed,2269.95,Maya Aragão,PE,Livros,0.6648,2026,2,1509.06
0FE66057-9C3,DD4678AB,PROD-0058,2,315.01,2025-11-06 15:30:46,cancelled,630.02,Srta. Larissa Fogaça,PE,Esportes,0.3241,2025,11,204.19
3A44BC5C-318,6A79DAC1,PROD-0069,5,376.9,2025-11-23 16:19:41,completed,1884.5,Danilo Cunha,PR,Roupas,0.3082,2025,11,580.8
720C6C53-314,5B676A98,PROD-0071,2,297.26,2025-06-07 21:42:31,cancelled,594.52,Ana Vitória Viana,PE,Esportes,0.583,2025,6,346.61
36E6FD5B-FD0,44D088B0,PROD-0090,5,493.21,2026-01-15 17:09:31,cancelled,2466.05,Maria Clara Carvalho,PR,Eletrônicos,0.3581,2026,1,883.09
1F28A3A2-562,0D4534D8,PROD-0068,1,989.44,2025-08-03 22:44:16,completed,989.44,Yuri Nascimento,SC,Casa & Jardim,0.5545,2025,8,548.64
D78E2071-96E,96D994F6,PROD-0026,3,1064.13,2026-02-23 01:21:02,completed,3192.39,Bella Macedo,BA,Eletrônicos,0.6372,2026,2,2034.19
A2CC2563-28C,9A4FB91A,PROD-0060,1,648.76,2025-04-17 01:27:27,pending,648.76,Srta. Luísa Costela,RS,Livros,0.66,2025,4,428.18
21905B16-B8E,02F73328,PROD-0085,3,99.54,2025-09-17 02:38:32,completed,298.62,Dra. Eloá Correia,RJ,Esportes,0.3218,2025,9,96.1
DD78126A-D47,0148CB2C,PROD-0003,4,1002.23,2025-07-09 22:15:52,completed,4008.92,Ravi Lucca Santos,CE,Roupas,0.5908,2025,7,2368.47
B4919B18-B34,B3D8E6E4,PROD-0049,1,1060.14,2025-06-20 13:48:30,completed,1060.14,Juliana Pires,RJ,Roupas,0.6599,2025,6,699.59
C5DAD4A1-E47,C958976E,PROD-0063,1,756.86,2025-10-13 10:18:12,completed,756.86,Maria Luiza Ribeiro,RS,Eletrônicos,0.4364,2025,10,330.29
1FDDE2F1-D2F,393EE355,PROD-0026,5,1064.13,2025-05-12 15:32:31,cancelled,5320.65,Calebe Brito,RS,Eletrônicos,0.6372,2025,5,3390.32
AA4B740A-6F4,8B5D3E74,PROD-0003,5,1002.23,2025-12-16 13:02:57,completed,5011.15,Kamilly Oliveira,PR,Roupas,0.5908,2025,12,2960.59
A553ECA6-979,A10DD330,PROD-0043,2,100.63,2025-07-09 22:04:06,completed,201.26,Maitê Da Cruz,SP,Eletrônicos,0.6127,2025,7,123.31
9F30802A-4A8,134F4986,PROD-0045,3,473.4,2025-12-17 08:17:00,completed,1420.2,Asafe Macedo,RS,Roupas,0.3398,2025,12,482.58
0F34D36F-1B8,7A76FA0C,PROD-0065,3,452.86,2025-10-05 21:41:10,pending,1358.58,Vitor Hugo Garcia,BA,Casa & Jardim,0.2586,2025,10,351.33
4D35B77B-E07,8A369489,PROD-0004,3,180.17,2025-05-28 05:21:10,completed,540.51,Maya Aragão,PE,Roupas,0.3551,2025,5,191.94
4E0E85F8-94C,FA212EE2,PROD-0020,2,73.64,2025-06-05 09:59:39,completed,147.28,Marina Rezende,SP,Casa & Jardim,0.4113,2025,6,60.58
C92C84DA-F44,C40E3DB1,PROD-0094,5,750.0,2025-10-06 12:32:37,cancelled,3750.0,Rodrigo Novaes,CE,Esportes,0.6484,2025,10,2431.5
293383BB-39F,8AE9609A,PROD-0088,5,194.18,2025-09-25 00:16:53,completed,970.9,Sr. Theodoro Rodrigues,CE,Esportes,0.3306,2025,9,320.98
A3660B9C-848,5B0B6B2A,PROD-0055,5,1049.9,2026-03-21 01:18:18,completed,5249.5,Srta. Eloá Costa,CE,Livros,0.6198,2026,3,3253.64
37BF386A-EF2,59517829,PROD-0058,2,315.01,2025-07-04 03:25:23,shipped,630.02,Caroline Costela,SC,Esportes,0.3241,2025,7,204.19
D5ED6320-A5C,3ABC3A2F,PROD-0070,2,811.0,2025-12-28 16:26:04,completed,1622.0,Yasmin Abreu,BA,Esportes,0.5543,2025,12,899.07
587F90B7-B22,C0221607,PROD-0089,2,53.26,2026-04-07 08:58:00,pending,106.52,Emilly Da Luz,SC,Esportes,0.2987,2026,4,31.82
ABA0A281-72D,385229E2,PROD-0099,5,72.1,2025-07-14 09:42:35,completed,360.5,Ana Cecília Azevedo,RS,Roupas,0.3732,2025,7,134.54
CC86274F-FB6,C958976E,PROD-0041,1,117.19,2025-07-11 04:32:51,completed,117.19,Maria Luiza Ribeiro,RS,Eletrônicos,0.6114,2025,7,71.65
FC5C3564-BBE,1F062BEC,PROD-0041,1,117.19,2026-01-14 20:57:47,completed,117.19,Gabriela Guerra,PE,Eletrônicos,0.6114,2026,1,71.65
6236ECDC-DCF,499BAB82,PROD-0053,4,613.06,2025-07-25 01:59:24,cancelled,2452.24,Caroline Araújo,PR,Roupas,0.3212,2025,7,787.66
EF28F9D3-5C2,4CD45ACB,PROD-0082,2,243.15,2026-01-09 23:23:24,completed,486.3,Maitê Novais,PE,Casa & Jardim,0.2447,2026,1,119.0
DE85A744-774,3007BB3A,PROD-0014,5,701.87,2025-04-24 22:34:26,shipped,3509.35,Stephany Sá,RJ,Esportes,0.5729,2025,4,2010.51
ECEE2601-680,DC0F293A,PROD-0035,2,1025.64,2025-09-13 15:38:03,shipped,2051.28,Lorenzo Câmara,BA,Livros,0.5574,2025,9,1143.38
EDB3FE2A-2A3,3007BB3A,PROD-0030,3,1041.88,2025-11-16 22:29:59,completed,3125.64,Stephany Sá,RJ,Livros,0.6462,2025,11,2019.79
D7D111C6-F7B,12E15DCB,PROD-0089,5,53.26,2026-03-18 23:21:28,shipped,266.3,Arthur Gabriel Sousa,PR,Esportes,0.2987,2026,3,79.54
58CD9495-43E,82E5B2F7,PROD-0061,2,362.94,2025-04-20 15:17:39,pending,725.88,Eloá Ramos,RJ,Livros,0.6179,2025,4,448.52
7E1F7AF6-B2F,0EFCB92F,PROD-0063,2,756.86,2025-07-19 08:11:48,completed,1513.72,Maria Flor Siqueira,SP,Eletrônicos,0.4364,2025,7,660.59
0C017782-1D3,1BE2FDF8,PROD-0005,1,65.22,2026-02-11 03:38:08,completed,65.22,Dra. Marcela Pereira,GO,Esportes,0.5725,2026,2,37.34
10977530-47D,5D241861,PROD-0053,2,613.06,2026-02-04 01:35:13,completed,1226.12,Henry Da Cunha,PE,Roupas,0.3212,2026,2,393.83
8EFCD4C4-330,2F3A668F,PROD-0009,4,929.08,2025-10-05 06:14:34,shipped,3716.32,Amanda Pereira,BA,Eletrônicos,0.6451,2025,10,2397.4
48E5EF4D-4DC,9CBFB2BE,PROD-0063,4,756.86,2026-03-02 09:24:37,completed,3027.44,Srta. Bella Porto,CE,Eletrônicos,0.4364,2026,3,1321.17
FA17D40F-7A4,7DAB2886,PROD-0055,5,1049.9,2025-09-03 04:09:25,cancelled,5249.5,Sarah Alves,PE,Livros,0.6198,2025,9,3253.64
1C5F70EF-E60,FA212EE2,PROD-0049,5,1060.14,2025-06-25 12:35:05,cancelled,5300.7,Marina Rezende,SP,Roupas,0.6599,2025,6,3497.93
2B5CEF0D-08D,C0221607,PROD-0074,1,656.29,2025-07-08 09:17:16,shipped,656.29,Emilly Da Luz,SC,Esportes,0.5537,2025,7,363.39
9EC05B4C-15A,24C66978,PROD-0014,1,701.87,2026-01-31 05:51:27,completed,701.87,Zoe Machado,SP,Esportes,0.5729,2026,1,402.1
B4DEE120-E1B,2C148597,PROD-0067,1,339.35,2026-03-17 01:17:49,shipped,339.35,Mathias Costa,SP,Casa & Jardim,0.4677,2026,3,158.71
BC94E633-B66,6D8FA006,PROD-0050,1,168.46,2025-12-13 04:05:58,completed,168.46,Srta. Maria Eduarda Porto,CE,Eletrônicos,0.6527,2025,12,109.95
FF39F294-00E,0148CB2C,PROD-0038,3,309.97,2025-10-15 02:04:16,completed,929.91,Ravi Lucca Santos,CE,Esportes,0.4611,2025,10,428.78
AA1B263B-0CD,FA6C5C0C,PROD-0060,5,648.76,2025-04-13 12:17:23,completed,3243.8,Olivia Garcia,MG,Livros,0.66,2025,4,2140.91
008788EF-D9A,479B590F,PROD-0089,4,53.26,2025-09-06 00:01:18,cancelled,213.04,Srta. Isis Duarte,CE,Esportes,0.2987,2025,9,63.64
DD19A527-285,8AE59E9A,PROD-0058,1,315.01,2026-02-26 11:08:54,completed,315.01,Brenda Pinto,GO,Esportes,0.3241,2026,2,102.09
A6522804-060,F2C26614,PROD-0100,5,84.09,2025-09-06 15:16:39,completed,420.45,Isaac Jesus,SP,Eletrônicos,0.4986,2025,9,209.64
522324C5-78E,15AC3337,PROD-0051,1,572.59,2025-08-28 18:15:09,completed,572.59,Laura Rodrigues,SP,Esportes,0.4935,2025,8,282.57
B3F1758D-B16,DC8470ED,PROD-0059,2,1202.64,2025-09-24 21:58:09,pending,2405.28,Maitê Abreu,SC,Esportes,0.6004,2025,9,1444.13
13D21A91-8B0,3BF26CB7,PROD-0012,2,583.19,2026-01-10 05:33:31,cancelled,1166.38,Alice Lima,CE,Eletrônicos,0.5183,2026,1,604.53
88D4ABED-722,0778F2B1,PROD-0094,4,750.0,2025-06-29 09:49:05,cancelled,3000.0,Ana Sophia Sá,BA,Esportes,0.6484,2025,6,1945.2
4B14219A-8EA,1FEBD9F4,PROD-0047,4,612.37,2025-09-26 09:28:04,cancelled,2449.48,Maria Laura Das Neves,SP,Casa & Jardim,0.6159,2025,9,1508.63
90442A03-020,BC4157D5,PROD-0066,4,907.35,2025-07-16 14:52:51,shipped,3629.4,Liz Leão,RS,Roupas,0.5303,2025,7,1924.67
983B6C36-C00,0D4534D8,PROD-0049,3,1060.14,2025-09-17 14:35:44,shipped,3180.42,Yuri Nascimento,SC,Roupas,0.6599,2025,9,2098.76
F2A63642-DBF,0EFCB92F,PROD-0085,2,99.54,2025-07-16 08:56:12,completed,199.08,Maria Flor Siqueira,SP,Esportes,0.3218,2025,7,64.06
7D8FECA2-141,42B0C9C3,PROD-0099,3,72.1,2025-11-22 00:21:05,completed,216.3,Luiz Otávio Moreira,CE,Roupas,0.3732,2025,11,80.72
29EFC2DF-7E0,25948E72,PROD-0094,3,750.0,2025-05-07 14:06:47,cancelled,2250.0,Josué Novais,SP,Esportes,0.6484,2025,5,1458.9
D2A8210A-699,AE10BF1B,PROD-0024,2,338.73,2025-11-13 20:20:48,completed,677.46,Augusto Brito,PR,Esportes,0.5017,2025,11,339.88
0C042105-5A1,028A8FF0,PROD-0080,4,1130.47,2025-05-27 14:54:38,pending,4521.88,Ana Vitória Da Paz,RJ,Livros,0.5679,2025,5,2567.98
615A86E3-449,E57E3430,PROD-0064,5,517.61,2026-04-01 05:13:21,pending,2588.05,Antonella Da Paz,BA,Esportes,0.5592,2026,4,1447.24
579CB521-B9C,FDFD54D9,PROD-0031,4,503.43,2025-10-28 23:25:35,pending,2013.72,Sofia Abreu,GO,Casa & Jardim,0.51,2025,10,1027.0
F9BBF6D7-11B,74CB5655,PROD-0053,5,613.06,2025-05-04 04:07:27,completed,3065.3,Benjamim Borges,PE,Roupas,0.3212,2025,5,984.57
3E43C665-881,0B8E9B8A,PROD-0032,5,47.21,2026-02-20 07:50:59,cancelled,236.05,Fernando Montenegro,PE,Casa & Jardim,0.5897,2026,2,139.2
9B088186-A31,584CF407,PROD-0072,1,361.57,2025-08-19 07:19:16,completed,361.57,Nathan Cardoso,CE,Eletrônicos,0.3142,2025,8,113.61
4B395AAE-574,AD2C828B,PROD-0019,1,464.74,2025-11-05 07:51:22,completed,464.74,Nicolas Dias,SC,Roupas,0.434,2025,11,201.7
A615DA81-600,32257333,PROD-0005,5,65.22,2026-02-28 19:46:14,completed,326.1,Heitor Cavalcante,BA,Esportes,0.5725,2026,2,186.69
7FD52D41-14F,0D203B8E,PROD-0043,1,100.63,2025-11-17 12:23:35,pending,100.63,Ana Oliveira,CE,Eletrônicos,0.6127,2025,11,61.66
EAE7CABF-46E,4640285E,PROD-0023,5,711.23,2025-06-27 22:20:40,cancelled,3556.15,Valentim Cardoso,PE,Eletrônicos,0.5013,2025,6,1782.7
8451E110-78D,F557DDDF,PROD-0089,5,53.26,2025-06-26 20:13:14,completed,266.3,Sr. Henry Brito,RJ,Esportes,0.2987,2025,6,79.54
D8D18753-7B9,260DD025,PROD-0059,1,1202.64,2026-03-27 09:55:07,completed,1202.64,Léo Freitas,PR,Esportes,0.6004,2026,3,722.07
E2C4AE56-EDA,C8E6A401,PROD-0099,4,72.1,2025-09-08 19:35:59,completed,288.4,Sr. Dom Fogaça,RJ,Roupas,0.3732,2025,9,107.63
